Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Ramsey, Minnesota",Not disclosed,Medium,46/67,$12.95/12 ounces,December 2017,8.0,,9.0,9.0,8.0,Espresso Classico,Paradise Roasters,93.0,9.0,
"Ramsey, Minnesota","Doi Pangkhon growing region, northern Thailand",Medium,50/68,$16.95/12 ounces,December 2017,8.0,,8.0,9.0,8.0,Thailand Doi Pangkhon Espresso,Paradise Roasters,91.0,8.0,
"Madison, Wisconsin","Northern Sumatra, Indonesia",Medium-Light,54/76,$18.95/12 ounces,December 2017,9.0,9.0,9.0,10.0,9.0,Ulos Batak Sumatra,JBC Coffee Roasters,96.0,,
"Madison, Wisconsin","Southern Tolima Department, west-central Colombia",Light,58/84,$15.75/12 ounces,December 2017,9.0,8.0,8.0,9.0,7.0,Gaitania Colombia,JBC Coffee Roasters,91.0,,
"Topeka, Kansas","Boquete growing region, western Panama",Medium-Light,53/85,$60.00/8 ounces,December 2017,9.0,9.0,9.0,9.0,9.0,Blue Label La Esmeralda Porton Pascua Gesha,PT's Coffee Roasting,95.0,,
"Topeka, Kansas","Piedra Candela, Chiriqui Province, far western Panama",Light,63/85,$40.00/8 ounces,December 2017,8.0,9.0,9.0,9.0,8.0,Auromar Gesha Natural,PT's Coffee Roasting,93.0,,
"Topeka, Kansas","Haraz growing region, north-central Yemen",Light,62/84,$27.50/8 ounces,December 2017,9.0,8.0,8.0,9.0,8.0,Haraz Special Red Yemen,PT's Coffee Roasting,92.0,,
"Portland, Oregon","Kiambu County, south-central Kenya",Light,58/84,$15.00/250 grams,December 2017,9.0,9.0,9.0,10.0,9.0,David Mburu Kenya,Coava Coffee Roasters,96.0,,
"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,54/78,$30.00/8 ounces,December 2017,9.0,8.0,8.0,9.0,8.0,“Naturals”,Hala Tree Kona Coffee,92.0,,
"Sacramento, California","Chimaltenango Department, Guatemala",Light,58/84,$17.00/12 ounces,December 2017,9.0,8.0,9.0,9.0,8.0,Finca Merced Guatemala,Chocolate Fish Coffee Roasters,93.0,,
"Lee, Massachusetts","Jinotega, Nicaragua",Light,61/93,$17.95/12 ounces,December 2017,9.0,9.0,8.0,9.0,9.0,El Peñon Nicaragua,Barrington Coffee Roasting,94.0,,
"Portland, Maine","Mukaro, Nyeri growing region, south-central Kenya",Medium-Light,50/76,$20.00/12 ounces,December 2017,9.0,9.0,9.0,9.0,9.0,Kenya Chorongi Peaberry,Speckled Ax,95.0,,
"Chia-Yi, Taiwan","Marcala growing region, La Paz Department, Honduras",Medium-Light,53/77,NT $500/16 ounces,December 2017,9.0,,8.0,9.0,8.0,Honduras Los Catadores Honey,Kakalove Cafe,93.0,9.0,
"Chino, California","Kiambu County, south-central Kenya",Medium-Light,53/79,$25.00/12 ounces,December 2017,9.0,8.0,8.0,9.0,8.0,Static Kenya Kavutiri,Espresso Republic,92.0,,
"Chia-Yi, Taiwan","Copan, Honduras",Medium-Light,55/79,NT $500/16 ounces,December 2017,9.0,,8.0,8.0,8.0,Honduras La Lesquinada Washed,Kakalove Cafe,92.0,9.0,
"San Diego, California","Kiambu County, south-central Kenya",Medium-Light,50/74,$24.00/12 ounces,December 2017,8.0,8.0,8.0,9.0,8.0,Kenya Gicherori,The WestBean Coffee Roasters,91.0,,
"Chino, California","Huila, Colombia",Medium,48/58,$16.95/12 ounces,December 2017,8.0,8.0,8.0,8.0,7.0,Static Colombia Decaf Midnight,Espresso Republic,89.0,,
"Montrose, Colorado","Muranga District, central Kenya",Medium-Light,55/77,$14.00/250 grams,December 2017,9.0,9.0,9.0,9.0,9.0,Kenya Riakiberu AB,Cimarron Coffee Roasters,95.0,,
"Spokane, Washington","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/84,$25.00/12 ounces,December 2017,9.0,8.0,9.0,9.0,8.0,Diima #9 Ethiopia Natural,Roast House,93.0,,
"Floyd, Virginia",Ethiopia; Kenya; Colombia,Medium-Light,57/81,$14.99/12 ounces,December 2017,9.0,8.0,9.0,9.0,8.0,Sweet Holiday Blend,Red Rooster Coffee Roaster,93.0,,
"Portland, Maine","Kirumba, North Kivu Province, Democratic Republic of the Congo",Medium-Light,58/82,$17.00/12 ounces,December 2017,9.0,8.0,9.0,9.0,8.0,DR Congo Virunga Organic,Speckled Ax,93.0,,
"Hsinchu, Taiwan",Ethiopia; Costa Rica; Panama,Light,58/86,$22.00/8 ounces,December 2017,9.0,9.0,8.0,9.0,8.0,Holiday Blend,Fumi Coffee,93.0,,
"Louisville, Kentucky","Nakuru County, south-central Kenya",Medium-Light,54/78,$22.00/12 ounces,December 2017,9.0,9.0,9.0,9.0,9.0,Kenya Thaitu,Good Folks Coffee,95.0,,
"Bedford, New Hampshire","Kirinyaga District, south-central Kenya",Medium-Light,56/80,$15.00/12 ounces,December 2017,9.0,9.0,9.0,9.0,8.0,Yule Blend 2018,Flight Coffee Co.,94.0,,
"Boulder, Colorado","Nueva Segovia growing region, Nicaragua",Light,58/84,$20.00/12 ounces,December 2017,9.0,8.0,9.0,9.0,8.0,Los Congos Pacamara Honey,Dragonfly Coffee Roasters,93.0,,
"Highland Park, New Jersey","Biolley, southern Costa Rica",Medium-Light,53/77,$28.00/8 ounces,December 2017,9.0,9.0,8.0,9.0,8.0,Coffea Diversa Costa Rica Sudan Rume,OQ Coffee Co.,93.0,,
"Taipei, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Light,58/86,NT $580/220 grams,December 2017,9.0,9.0,9.0,9.0,8.0,Ethiopia Banko Gotiti Natural G1,Green Stone Coffee,94.0,,
"Branford, Connecticut","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,56/80,$55.00/12 ounces,December 2017,10.0,9.0,9.0,9.0,9.0,Panama Auromar Geisha Natural,Willoughby's Coffee & Tea,96.0,,
"San Diego, California","Santa Ana Department, El Salvador",Medium-Light,56/80,$25.00/12 ounces,December 2017,9.0,9.0,9.0,9.0,9.0,El Salvador Finca Kilimanjaro,Bird Rock Coffee Roasters,95.0,,
"San Rafael, California","Boquete growing region, western Panama",Medium-Light,53/77,$37.00/4 ounces,December 2017,9.0,9.0,8.0,9.0,9.0,Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,94.0,,
"Madison, Wisconsin",South-central Kenya,Medium-Light,55/76,$19.25/12 ounces,November 2017,9.0,10.0,9.0,9.0,9.0,Gikanda Kenya,JBC Coffee Roasters,96.0,,
"Branford, Connecticut","Horcheta, Chiriqui Province, western Panama",Medium-Light,56/80,$49.99/16 ounces,November 2017,9.0,9.0,9.0,9.0,9.0,Panama Don Julian Pacamara,Willoughby's Coffee & Tea,95.0,,
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,52/76,$44.95/8 ounces,November 2017,9.0,9.0,9.0,9.0,9.0,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,95.0,,
"Los Angeles, California","Nyeri growing region, south-central Kenya",Medium-Light,55/75,$19.95/12 ounces,November 2017,9.0,9.0,9.0,10.0,8.0,Kenya AB Muchoki,Klatch Coffee,95.0,,
"Ramsey, Minnesota","Narino Department, southern Colombia",Medium-Light,54/74,$16.95/12 ounces,November 2017,8.0,9.0,9.0,9.0,8.0,Colombia Nariño Duende,Paradise Roasters,93.0,,
"Newtown, Sydney, Australia","Paso Ancho, Volcan, western Panama",Medium-Light,54/78,AUD $48.00/200 grams,November 2017,9.0,9.0,9.0,10.0,8.0,Geisha Panama Santamaria Natural,Campos Coffee,95.0,,
"St. Paul, Minnesota",Colombia,Medium-Light,54/76,$15.00/12 ounces,November 2017,7.0,7.0,8.0,8.0,7.0,Decaf Colombia Select,Bootstrap Coffee Roasters,87.0,,
"Ramsey, Minnesota","Yirgacheffe, Ethiopia; Sidamo (also Sidama), Ethiopia",Medium-Light,56/76,$17.95/12 ounces,November 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Awassa,Paradise Roasters,93.0,,
"Miami, Florida",Indonesia; Central and South America,Very Dark,0/37,$7.50/12 capsules,November 2017,8.0,7.0,9.0,8.0,7.0,The Knight Dark Roast,Glory Brew,89.0,,
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,56/78,$74.95/8 ounces,November 2017,10.0,9.0,9.0,10.0,9.0,100% Kona SL-28,Hula Daddy Kona Coffee,97.0,,
"Chia-Yi, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,54/76,NT $650/16 ounces,November 2017,9.0,9.0,9.0,9.0,9.0,Kenya Kirinyaga Mukangu AB,Kakalove Cafe,95.0,,
"Thermopolis, Wyoming","Nyeri growing region, south-central Kenya",Medium-Dark,38/52,$18.00/12 ounces,November 2017,9.0,8.0,8.0,9.0,8.0,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Jackrabbit Java,92.0,,
"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/78,NT $550/16 ounces,November 2017,9.0,9.0,9.0,9.0,9.0,Ethiopia Washed Yirgacheffe Adado,Kakalove Cafe,95.0,,
"Toronto, Ontario, Canada","Mexico, Ethiopia, Brazil",Medium-Light,51/73,CAD $18.00/12 ounces,November 2017,9.0,,8.0,9.0,8.0,Outbound Espresso,Propeller Coffee,93.0,9.0,
"Toronto, Ontario, Canada",Mexico; Ethiopia,Medium-Light,52/74,CAD $18.00/12 ounces,November 2017,9.0,,9.0,9.0,8.0,Ace Espresso,Propeller Coffee,94.0,9.0,
"Toronto, Ontario, Canada","Nakuru Province, south-central Kenya",Medium-Light,54/80,CAD $21.00/12 ounces,November 2017,9.0,9.0,9.0,9.0,8.0,Kenya Mutungati,Propeller Coffee,94.0,,
"Sacramento, California","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Light,71/99,$19.00/12 ounces,November 2017,9.0,8.0,8.0,9.0,9.0,Guatemala El Retiro del Quisaya,Chocolate Fish Coffee Roasters,93.0,,
"Santa Monica, California","Kericho County, Kenya",Medium-Light,52/76,$20.00/12 ounces,November 2017,8.0,8.0,9.0,9.0,8.0,Kenya Peaberry Kericho County,Caffe Luxxe,92.0,,
"Chino, California","Santa Rosa, La Unión Department, El Salvador",Medium-Light,55/77,$11.90/12 ounces,November 2017,8.0,7.0,8.0,8.0,8.0,Static El Salvador Finca Maria Luisa,Espresso Republic,89.0,,
"Lexington, Virginia","Gichugu Division, Kirinyaga County, central Kenya",Medium-Light,52/74,$19.95/12 ounces,November 2017,8.0,9.0,9.0,9.0,8.0,Kamwangi Kenya,Lexington Coffee Roasters,93.0,,
"Hamilton, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,50/74,$15.00/12 ounces,November 2017,9.0,7.0,9.0,9.0,8.0,Ethiopia Gelana Abaya,Big Creek Coffee Roasters,92.0,,
"Clark, Wyoming",Not disclosed,Medium,44/66,$14.99/12 ounces,November 2017,8.0,8.0,8.0,9.0,8.0,Christmas Blend,Mystic Monk Coffee,91.0,,
"Clark, Wyoming",Not disclosed,Medium,42/66,$14.99/12 ounces,November 2017,8.0,8.0,8.0,8.0,8.0,Thanksgiving Blend,Mystic Monk Coffee,90.0,,
"Ashland, Oregon","Hambela District, Guji Zone, Oromia Region, southern Ethiopia",Light,63/97,$19.00/12 ounces,November 2017,8.0,9.0,8.0,9.0,9.0,Ethiopia Bishan Fugu,Noble Coffee Roasting,93.0,,
"Portland, Oregon","Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia",Light,62/92,$16.00/12 ounces,November 2017,9.0,9.0,8.0,9.0,8.0,Sustainable Harvest Homacho Waeno Natural,Red E Café,93.0,,
"Putnam, Connecticut","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$16.95/12 ounces,November 2017,9.0,8.0,8.0,9.0,8.0,Ethiopia Amaro Gayo Natural,Ben's Beans,92.0,,
"Billings, Montana","Guji Zone, southern Ethiopia",Medium-Light,54/70,$16.00/12 ounces,November 2017,9.0,8.0,8.0,9.0,8.0,Ethiopia Shakiso Mormora,Revel Coffee,92.0,,
"Spokane, Washington","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,53/79,$19.00/16 ounces,November 2017,8.0,8.0,9.0,9.0,8.0,Ethiopia Suke Quto,Roast House,92.0,,
"Hamilton, Montana","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,48/70,$16.50/12 ounces,November 2017,9.0,9.0,9.0,9.0,8.0,Ethiopia Gedeb Halo Beriti,Big Creek Coffee Roasters,94.0,,
"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,66/92,$17.49/12 ounces,November 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Kayon Mountain,Red Rooster Coffee Roaster,93.0,,
"Branford, Connecticut","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/75,$17.99/16 ounces,November 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Gelgelu Natural Organic,Willoughby's Coffee & Tea,93.0,,
"Ukiah, California","Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/80,$17.50/12 ounces,November 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Hambela Alaka,Black Oak Coffee Roasters,93.0,,
"Driftless, Wisconsin","Hambela District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/81,$18.00/12 ounces,November 2017,9.0,9.0,8.0,9.0,8.0,Organic Ethiopia Kirite,Wonderstate Coffee,93.0,,
"Oakville, Ontario, Canada","Sidama (also Sidamo) growing region, southern Ethiopia",Medium,47/72,CAD $17.00/12 ounces,November 2017,9.0,9.0,9.0,9.0,8.0,Ethiopia Sidama,Reunion Island Coffee,94.0,,
"Topeka, Kansas",Central Kenya,Medium,47/65,$24.50/12 ounces,November 2017,9.0,9.0,9.0,9.0,9.0,Thiriku AA Kenya,PT's Coffee Roasting,95.0,,
"Chia-Yi, Taiwan","Tore Village, Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,NT $550/16 ounces,November 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Natural Yirgacheffe Tore,Kakalove Cafe,93.0,,
"Victoria, British Columbia, Canada",Africa; South America,Medium-Light,51/73,CAD $17.00/16 ounces,November 2017,9.0,,8.0,8.0,8.0,Direct Fair Trade Espresso,Level Ground Trading,92.0,9.0,
"Sacramento, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium,48/73,$19.50/12 ounces,November 2017,8.0,8.0,7.0,9.0,8.0,Decaf Ethiopia Sidamo,Old Soul Co.,90.0,,
"Hong Kong, China",Not disclosed,Medium-Light,55/74,HKD $128/227 grams,November 2017,8.0,,8.0,9.0,7.0,“Flowery” Espresso Blend,A.R.C.,90.0,8.0,
,Not disclosed,Medium,52/66,HKD $140/454 grams,November 2017,8.0,,8.0,8.0,8.0,“Chocolate” Espresso Blend,A.R.C.,89.0,7.0,
"Hong Kong, China",Not disclosed,Medium-Light,54/68,HKD $130/454 grams,November 2017,7.0,,8.0,8.0,7.0,“Nutty” Espresso Blend,A.R.C.,88.0,8.0,
"Hong Kong, China","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/76,HKD $120/227 grams,November 2017,8.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Washed G1,A.R.C.,92.0,,
"Hong Kong, China",Not disclosed,Medium-Light,50/74,HKD $128/454 grams,November 2017,9.0,8.0,8.0,9.0,8.0,“Blue Mountain Flavor” Blend,A.R.C.,92.0,,
"Hong Kong, China",Not disclosed,Medium-Light,56/78,HKD $128/227 grams,November 2017,8.0,,9.0,8.0,7.0,House Blend Espresso,A.R.C.,91.0,9.0,
"Hong Kong, China","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/78,HKD $120/227 grams,November 2017,9.0,8.0,8.0,9.0,7.0,Ethiopia Yirgacheffe Natural G1,A.R.C.,91.0,,
"Hong Kong, China",Ethiopia; Kenya; China,Medium-Light,54/78,HKD $200/227 grams,November 2017,9.0,,9.0,9.0,9.0,“Fruity” Espresso Blend,A.R.C.,95.0,9.0,
"Hong Kong, China",Panama; Ethiopia,Medium-Light,50/73,HKD $250/227 grams,November 2017,9.0,,9.0,9.0,9.0,“Sweety” Espresso Blend,A.R.C.,95.0,9.0,
"Hong Kong, China",Africa; Asia Pacific,Medium-Light,54/77,HKD $158/227 grams,November 2017,9.0,,9.0,9.0,8.0,Flora Blend Espresso,A.R.C.,94.0,9.0,
"Chino, California","Muranga County, south-central KenyaMur",Medium-Light,52/70,$23.00/12 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Static Kenya Kirimahiga,Espresso Republic,93.0,,
"Daejeon, South Korea","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/80,"KRW $13,000/200 grams",October 2017,9.0,8.0,9.0,8.0,8.0,Washed Ethiopia Worka,Coffee Dusk Roasters,92.0,,
"Thermopolis, Wyoming","Boquete growing region, western Panama",Medium-Light,52/74,$12.00/12 ounces,October 2017,8.0,8.0,8.0,9.0,7.0,Panama Finca San Sebastian,Jackrabbit Java,90.0,,
"Madison, Wisconsin","Santa Ana region, El Salvador",Medium-Light,54/75,$17.90/12 ounces,October 2017,9.0,,9.0,9.0,8.0,El Aquila Pacamara Espresso,JBC Coffee Roasters,94.0,9.0,
"Branford, Connecticut","Kiambu County, south-central Kenya",Medium-Light,54/78,$19.99/16 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Kenya AA Gicheroi,Willoughby's Coffee & Tea,93.0,,
"San Diego, California","Huehuetenango Department, Guatemala",Medium-Light,56/82,$51.00/8 ounces,October 2017,9.0,9.0,8.0,9.0,9.0,Guatemala Finca El Injerto Gesha,Bird Rock Coffee Roasters,94.0,,
"Jakarta, Indonesia","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,54/76,"IDR $120,000/250 grams",October 2017,9.0,8.0,8.0,9.0,8.0,Sumatra Afro-Gayo,Pigeonhole Coffee,92.0,,
"San Diego, California","El Salto, Boquete growing region, Panama",Medium-Light,54/76,$18.00/8 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Panama Duncan Estate Wine-Processed,Bird Rock Coffee Roasters,93.0,,
"San Diego, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,52/74,$17.00/12 ounces,October 2017,9.0,,8.0,8.0,8.0,Ethiopia Sidamo Nansebo Station Espresso,Manzanita Roasting Company,92.0,9.0,
"I-Lan City, Taiwan","Nantou County, Taiwan",Medium-Light,59/79,NT $1200/8 ounces,October 2017,9.0,8.0,9.0,9.0,7.0,Typica Baishengcun Farm,CafeTaster,92.0,,
"Boulder, Colorado","Nyeri growing region, south-central Kenya",Medium-Light,56/76,$18.00/12 ounces,October 2017,9.0,9.0,9.0,9.0,8.0,Kenya Gatomboya AA,Dragonfly Coffee Roasters,94.0,,
"Floyd, Virginia","Colombia, Ethiopia, Kenya",Medium-Light,56/80,$16.49/12 ounces,October 2017,9.0,,9.0,9.0,9.0,Flight Seasonal Espresso,Red Rooster Coffee Roaster,95.0,9.0,
"Kaohsiung City, Taiwan",Panama; Ethiopia,Medium-Light,56/76,$26.00/8 ounces,October 2017,9.0,,9.0,9.0,8.0,A.G.E. Duetto Espresso,Ho Soo Tsai,95.0,10.0,
"Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/78,NT $1000/16 ounces,October 2017,8.0,9.0,9.0,9.0,8.0,Ethiopia Kochere G1 Lot 096/183,Bartok Coffee,93.0,,
"Bedford, New Hampshire","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$17.00/12 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Deri Kochere,Flight Coffee Co.,93.0,,
"Palo Alto, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$12.99/8 ounces,October 2017,8.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Chelelektu,Red Giant Coffee Roasters,92.0,,
"Austin, Texas","Nyeri growing region, south-central Kenya",Medium-Light,55/79,$18.00/12 ounces,October 2017,9.0,9.0,8.0,9.0,9.0,Kenya Nyeri Hill Farm,Greater Goods Coffee Roasters,94.0,,
"Charlotte, North Carolina","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,52/74,$14.99/12 ounces,October 2017,9.0,8.0,8.0,9.0,8.0,Costa Rica Cumbres del Poas “Perla Negra”,Magnolia Coffee,92.0,,
"Danville, Pennsylvania","Jinotega Department, north-central Nicaragua",Medium-Light,57/79,$16.00/12 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Gold Mountain Coffee Growers Daniel’s Caturra Microlot,Boil Line Coffee Company,93.0,,
"Chia-Yi, Taiwan","Matagalpa growing region, Nicaragua",Medium-Light,56/75,NT $440/8 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Santa Maria Natural Yellow Catuai,Kakalove Cafe,93.0,,
"San Diego, California","Matagalpa growing region, Nicaragua",Light,64/84,$16.00/12 ounces,October 2017,8.0,8.0,9.0,9.0,9.0,Nicaragua Limoncillo Funky,Modern Times Coffee,93.0,,
"Zhubei City, Taiwan","Nueva Segovia growing region, Nicaragua",Medium,52/63,NT $950/16 ounces,October 2017,9.0,8.0,9.0,9.0,8.0,Nicaragua Pacamara Honey Finca Cerro de Jesus,Taokas Coffee Studio,93.0,,
"Richmond, Virginia","Matagalpa growing region, Nicaragua",Light,67/89,$18.99/8 ounces,October 2017,9.0,8.0,8.0,9.0,8.0,Tolliver’s Reserve Nicaragua Gold Mountain Fruit Candy Nanolot,Ironclad Coffee Roasters,92.0,,
"Oakville, Ontario, Canada","Nueva Segovia growing region, Nicaragua",Medium-Light,56/67,CAD $18.00/12 ounces,October 2017,9.0,8.0,8.0,9.0,8.0,Los Congos Washed,Reunion Island Coffee,92.0,,
"Fort Bragg, California","Matagalpa growing region, Nicaragua",Medium-Light,58/77,$16.00/12 ounces,October 2017,8.0,8.0,9.0,9.0,8.0,Organic Shade-Grown Nicaragua,Thanksgiving Coffee Company,92.0,,
"Torrington, Connecticut","Nueva Segovia growing region, Nicaragua",Medium-Light,56/81,$16.99/12 ounces,October 2017,9.0,9.0,9.0,9.0,8.0,Nicaragua Un Regalo de Dios Bourbon,Giv COFFEE,94.0,,
"Ramsey, Minnesota","Jinotega growing region, Nicaragua",Medium-Light,53/78,$18.95/12 ounces,October 2017,9.0,9.0,9.0,9.0,8.0,Jinotega Geisha,Paradise Roasters,94.0,,
"New Taipei City, Taiwan",Brazil; Colombia; Indonesia,Medium,46/72,NT $450/454 grams,October 2017,8.0,,8.0,8.0,8.0,Bernachon B888 Espresso,Wei Chuan Foods Corporation,91.0,9.0,
"Kaohslung City, Taiwan",Panama; Ethiopia,Light,58/84,NT $300/8 ounces,October 2017,9.0,9.0,8.0,9.0,8.0,Mei-Chu Blend,Mi's Cafe,93.0,,
"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/82,$18.95/12 ounces,September 2017,9.0,9.0,9.0,9.0,9.0,Gedeb Lot 83 Ethiopia Natural,JBC Coffee Roasters,95.0,,
"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,53/77,$17.90/12 ounces,September 2017,9.0,9.0,8.0,9.0,9.0,Halo Beriti Ethiopia,JBC Coffee Roasters,94.0,,
"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium-Light,56/78,$17.85/12 ounces,September 2017,9.0,8.0,9.0,9.0,8.0,Mutitu Kenya,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Jacaltenango, Huehuetenango growing region, Guatemala",Medium-Light,56/78,$15.75/12 ounces,September 2017,9.0,9.0,8.0,9.0,8.0,Guaya’b Guatemala,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Santa Ana region, El Salvador",Medium-Light,56/78,$17.90/12 ounces,September 2017,8.0,8.0,9.0,9.0,8.0,El Aquila Pacamara El Salvador,JBC Coffee Roasters,92.0,,
"Floyd, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,$16.49/12 ounces,September 2017,9.0,9.0,9.0,9.0,8.0,Ethiopia Konga Sede,Red Rooster Coffee Roaster,94.0,,
"Floyd, Virginia","Caldas Department, Colombia",Medium-Light,54/70,$17.99/12 ounces,September 2017,9.0,8.0,9.0,9.0,8.0,Colombia La Guamera,Red Rooster Coffee Roaster,93.0,,
"Chino, California","Yirgacheffe growing region, southern Ethiopia",Medium,45/61,$17.00/12 ounces,September 2017,9.0,9.0,9.0,9.0,9.0,Static Amaro Gayo Natural Ethiopia,Espresso Republic,95.0,,
"Chino, California",Ethiopia; Colombia,Medium-Light,54/68,$14.95/12 ounces,September 2017,9.0,,9.0,9.0,8.0,Static Cali Classic Espresso,Espresso Republic,94.0,9.0,
"Chino, California","Chiapas State, Mexico",Medium-Light,51/73,$14.95/12 ounces,September 2017,9.0,,8.0,9.0,8.0,Static Dark Star Mexico Espresso,Espresso Republic,93.0,9.0,
"Chino, California","Alajuela, Central Valley, Costa Rica",Medium-Light,61/74,$16.00/12 ounces,September 2017,9.0,8.0,9.0,9.0,8.0,Static Hacienda Sonora Costa Rica,Espresso Republic,93.0,,
"Chino, California","Tarrazu growing region, Costa Rica",Medium,52/69,$16.00/12 ounces,September 2017,9.0,8.0,9.0,9.0,8.0,Static Don Eli La Pastora Tarrazu Costa Rica,Espresso Republic,93.0,,
"Chino, California","Huila Department, southern Colombia",Medium-Light,55/77,$17.00/12 ounces,September 2017,8.0,8.0,9.0,9.0,8.0,Static Rio Negro Huila Supremo,Espresso Republic,92.0,,
"Chino, California","Yirgacheffe growing region, southern Ethiopia",Medium,48/64,$17.00/12 ounces,September 2017,8.0,8.0,8.0,8.0,8.0,Static Ethiopia Koke,Espresso Republic,90.0,,
"Chino, California","Yirgacheffe growing region, southern Ethiopia",Medium,51/69,$19.00/12 ounces,September 2017,8.0,8.0,8.0,9.0,7.0,Static Adado Shara,Espresso Republic,90.0,,
"Chino, California","Antigua Valley, Guatemala",Medium,50/56,$14.00/12 ounces,September 2017,8.0,8.0,8.0,9.0,7.0,Static San Augustin Guatemala,Espresso Republic,90.0,,
"Chino, California","Cerrado growing region, Minas Gerais State, Brazil",Medium-Light,53/74,$15.00/12 ounces,September 2017,8.0,8.0,8.0,8.0,7.0,Static Peaberry Cerrado Brazil,Espresso Republic,89.0,,
"Chino, California","Chiapas State, Mexico",Medium-Light,56/78,$14.00/12 ounces,September 2017,8.0,7.0,8.0,8.0,7.0,Static Ravens Dark Roast Mexico,Espresso Republic,88.0,,
"Taipei, Taiwan",El Salvador,Light,61/84,NT $490/225 grams,September 2017,9.0,9.0,9.0,9.0,8.0,Shine Day El Salvador,"Seeker Co, Ltd.",94.0,,
"Chia-Yi, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,59/77,NT $600/16 ounces,September 2017,9.0,9.0,9.0,9.0,9.0,Kenya Kirinyaga Baragwi Guama AB,Kakalove Cafe,95.0,,
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,56/76,NT $550/16 ounces,September 2017,9.0,,9.0,9.0,8.0,Guatemala Finca El General Espresso,Kakalove Cafe,94.0,9.0,
"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,60/82,NT $580/16 ounces,September 2017,9.0,8.0,9.0,9.0,8.0,Ethiopia Natural Yirgacheffe Adado,Kakalove Cafe,93.0,,
"Winchester, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,59/78,$18.25/12 ounces,September 2017,8.0,8.0,9.0,9.0,8.0,Kenya AA Nyeri,Lone Oak Coffee Company,92.0,,
